Exchange Date,AUDCAD Bid%Chg,AUDCHF Bid%Chg,AUDJPY Bid%Chg,AUDNZD Bid%Chg,AUDUSD Bid%Chg,CADCHF Bid%Chg,CADJPY Bid%Chg,CHFJPY Bid%Chg,EURAUD Bid%Chg,EURCAD Bid%Chg,EURCHF Bid%Chg,EURGBP Bid%Chg,EURJPY Bid%Chg,EURNZD Bid%Chg,EURUSD Bid%Chg,GBPAUD Bid%Chg,GBPCAD Bid%Chg,GBPCHF Bid%Chg,GBPJPY Bid%Chg,GBPNZD Bid%Chg,GBPUSD Bid%Chg,NZDCAD Bid%Chg,NZDCHF Bid%Chg,NZDJPY Bid%Chg,NZDUSD Bid%Chg,USDCAD Bid%Chg,USDCHF Bid%Chg,USDJPY Bid%Chg
23-Apr-2021,0.00238713,0.000283006,0.004326403,0.001490174,0.004930583,-0.001500273,0.001158078,0.00263292,0.002053256,0.004325835,0.003359056,0.004032258,0.005704595,0.004480019,0.006991261,-0.002283232,0.000520171,-0.001260637,0.002945903,-0.001139188,0.002746459,-0.000557289,-0.001520681,0.003620378,0.002230898,-0.002319258,-0.003491163,-0.000463134
22-Apr-2021,-0.005162623,-0.005768149,-0.006329114,-0.001116383,-0.005676687,-0.000408998,-0.001272265,-0.000763812,0.0039294,-0.000930851,-0.001631469,0.004513367,-0.002384065,0.003958021,-0.001495886,-0.000612199,-0.006203331,-0.006108066,-0.007772537,0.000103573,-0.006676718,-0.004328044,-0.00559504,-0.006933744,-0.005546312,0.000640205,-0.000327189,-0.000832948
21-Apr-2021,-0.005748896,0.005090498,0.003836011,-0.001671775,0.003625534,0.009913259,0.009103641,-0.001779058,-0.003594352,-0.008896211,0.001270533,0.001158614,-0.000384379,-0.005783449,0,-0.003659754,-0.009050031,0.000313332,-0.000663878,-0.005459415,-0.000502296,-0.003538649,0.006698128,0.004903226,0.005437056,-0.008804632,0.001201136,-0.000277572
20-Apr-2021,0.00195433,-0.003803353,-0.005484025,-0.003147857,-0.004383138,-0.004932182,-0.007069185,-0.000761873,0.004318958,0.005966192,0.000272331,0.003021499,-0.000461042,0.000895148,0,0.000388306,0.002167589,-0.001876466,-0.004428288,-0.00297833,-0.003361224,0.004889432,-0.000152207,-0.00167461,-0.00097493,0.005984679,0.000874317,-0.000647249
19-Apr-2021,0.005689459,-0.001968227,-0.003090088,-0.001571455,0.003103582,-0.007613868,-0.007818788,-0.001183732,0.001484829,0.006539,-0.000635036,-0.006465766,-0.001534448,-0.000715606,0.004172578,0.008165091,0.01341118,0.004950106,0.005115259,0.006148282,0.011062907,0.007839624,0,-0.000900901,0.00546142,0.002239283,-0.005434783,-0.005700101
16-Apr-2021,-0.005554984,-0.004757241,-0.001424163,0.001017859,-0.002193548,0.000680272,0.003461405,0.002968114,0.003498316,-0.001066453,-0.001358942,-0.002073972,0.001459854,0.005094702,0.001504388,0.005171735,0.000752054,0.000157171,0.00360024,0.006552603,0.003191644,-0.006674825,-0.006502344,-0.003335044,-0.003905705,-0.002950323,-0.002818123,0.000275887
15-Apr-2021,0.005586014,0.002665544,0.001545228,-0.000554888,0.00388601,-0.003254679,-0.003793103,-0.000931966,-0.004706944,0.00060024,-0.001357098,-0.001495628,-0.002452671,-0.005484025,-0.001085323,-0.002579198,0.001854642,0.00133774,-0.000732845,-0.003420575,0.000580636,0.005818507,0.004252088,0.002443101,0.004342953,0.001677316,0.000216826,-0.001560922
14-Apr-2021,0.009186763,0.012931647,0.009358128,-0.00101626,0.010735795,0.004358485,-0.000114929,-0.0035458,-0.008439358,0.001335648,0.005092298,0.000460405,0.001304682,-0.00938884,0.002678721,-0.008891359,0.001218592,0.003870764,0.001133862,-0.010360568,0.002182136,0.011316057,0.014169105,0.010787627,0.012338675,-0.000877823,0.001737619,-0.001283815
13-Apr-2021,0.000940439,0.001138142,-0.000359799,-0.001476015,0.002099187,0.000681477,-0.000459506,-0.001264755,0.001216234,0.000802032,0.001001274,0.002191718,0.000307078,-0.000295159,0.003106894,-0.001775115,-0.001737821,-0.001419894,-0.002461743,-0.002455871,0.000582242,0.001019483,0.001542496,0.000780437,0.003272624,-0.002388345,-0.001734605,-0.002925848
12-Apr-2021,0.00198932,-0.0015625,-0.00191525,0.00036914,0.000131216,-0.00501763,-0.005029146,0,0.000256115,0.003285724,-0.001272727,-0.001152206,-0.001609565,0.000649773,0.001092804,0.002614016,0.005416424,0.000710452,-6.65292E-05,0.00256476,0.002334403,0.002384467,-0.002615385,-0.002853437,-0.000142268,0.002714137,-0.002595156,-0.00255358
09-Apr-2021,-0.006656266,-0.00466563,-0.001076169,-0.000184536,-0.004051228,0.002446982,0.005979073,0.003044655,0.003211716,-0.003674506,-0.001180423,0.000576435,0.002227685,0.002546488,-0.001343183,0.001894573,-0.004522263,-0.002048212,0.001933076,0.002056027,-0.001820433,-0.005981941,-0.003373198,-0.000518538,-0.003402807,-0.002786181,0.000108143,0.003753204
08-Apr-2021,0.001875586,-0.000282686,0.000358852,-0.001105991,0.004990806,-0.001764147,-0.001492537,0.000677048,-0.001411161,-0.000200387,-0.001812744,0.004167631,-0.001457391,-0.002422166,0.003538332,-0.005210643,-0.004157044,-0.005562084,-0.00616098,-0.006789871,-7.2812E-05,0.002375834,0.00092081,0.001688092,0.005990586,-0.003569446,-0.005057026,-0.005462491
07-Apr-2021,-0.003530267,-0.007992148,-0.005945303,-9.21574E-05,-0.006264683,-0.005398839,-0.002405223,0.002205259,0.006066082,0.003485488,-0.001809463,0.005587893,0.00046044,0.006182013,-0.000421053,0.000221779,-0.002476531,-0.007927256,-0.004943968,0.000357489,-0.006438544,-0.003045342,-0.008068199,-0.00580945,-0.006518351,0.003502348,-0.001504083,0.000911245
06-Apr-2021,0.005218662,-0.004466778,-0.002017325,0.00166159,0.001699569,-0.008431478,-0.007615367,0.002039776,0.003691949,0.00838121,-0.000542545,0.011183049,0.001383232,0.004958184,0.005418678,-0.007265522,-0.00235578,-0.01121955,-0.00959718,-0.005485296,-0.00532489,0.003622368,-0.005600969,-0.00437018,0.000283487,0.003354365,-0.00598035,-0.003903059
05-Apr-2021,0.002721088,0.000978063,0.000831354,0.001201479,0.005653432,-0.001603421,0.000454856,0.003753626,-0.001229137,0.000405707,-0.002165479,-0.000235377,0,0.000896861,0.004165958,-0.000934836,0.00051739,-0.001534566,0.001176547,0.000915053,0.004917203,-0.000904773,-0.002566813,0.001673748,0.003556188,-0.004135847,-0.006050313,-0.004877608
02-Apr-2021,-0.000209271,-0.002230587,-0.000474834,-0.002121184,-0.001444138,-0.003063807,-0.002042669,-0.001788299,-6.46872E-05,0.001150826,-0.000631199,-0.00164493,-0.000767872,-0.003277712,-0.001104034,0.001542105,0.002304811,0.000383789,6.5368E-05,-0.001370698,-7.23066E-05,0.004886919,0.002421674,-0.000128733,0.002281152,0.002231965,0.000106157,0.000994575
01-Apr-2021,0.001781971,0.000697545,0.00190295,-0.002300331,0.002764613,-0.000532552,-0.000113469,0.001620607,0.00123057,0.002783246,0.001806685,0.000117509,0.002772003,-0.000595593,0.004007503,0.00088198,0.002773444,0.002153846,0.002884489,-0.001470066,0.003701285,0.003421143,0.002884032,0.005175983,0.004439353,-0.001035197,-0.001483994,-0.000903342
31-Mar-2021,-0.005317485,0.001676914,0.003221573,-0.000551775,0.000263366,0.007646901,0.0085832,0.000939127,0.001167164,-0.005065514,0.003080826,-0.001642421,0.004563738,0.000715222,0.001195151,0.003096489,-0.003052995,0.004481533,0.006067801,0.00233728,0.00291142,-0.005669577,0.001977186,0.002985075,0.000429799,-0.006015514,0.0014862,0.003262643
30-Mar-2021,-0.001769359,-0.001674107,0.000358081,-0.002202239,-0.004718218,-0.000536337,0.001949318,0.001710425,0.000519009,-0.00020258,-0.001357343,-0.002107235,0.000619195,-0.001666072,-0.004080939,0.003050471,0.002078042,0.00216819,0.00344143,0.001170007,-0.001453594,0.001248865,0.000761035,0.002602472,-0.002429613,0.003654274,0.003194888,0.005101111
29-Mar-2021,0.000312337,-0.000139489,0.000716675,-0.00155749,-0.000785752,-0.001071524,-0.000343879,0.00094162,-0.001360544,-0.002425059,-0.001986815,-0.000935673,-0.001005181,-0.002611276,-0.002882333,-0.001384658,-0.001325878,-0.002471806,-0.000198505,-0.001777281,-0.002030899,0.002047782,0.000914077,0.001433412,-0.000571347,0.000954198,0.000106508,0.001276906
26-Mar-2021,0.004812219,0.006316676,0.011477588,0.001192442,0.007520781,0.002147651,0.007623008,0.005855003,-0.00541272,0.000674082,0.001447047,-0.00151816,0.007007708,-0.004431315,0.002720163,-0.0034222,0.001616722,0.003332558,0.008003735,-0.003289807,0.004005243,0.003081137,0.004898959,0.011067194,0.007483091,-0.002696273,-0.001170213,0.004305212
25-Mar-2021,0.002306805,0.004512126,0.004490291,0.001561782,-0.000395674,0.002152273,0.002083333,-0.00043033,-0.003851338,-0.001346348,0.000452407,-0.007648627,7.78695E-05,-0.002475393,-0.004063664,0.003656307,0.006216593,0.008046875,0.007458675,0.005086987,0.003581086,0.001142465,0.003071253,0.002906977,-0.00172389,0.0027833,0.004810262,0.004139073
24-Mar-2021,-0.006148395,-0.0042123,-0.004470219,-0.000550914,-0.005247966,0.002021836,0.001506897,-0.000602099,0.002251673,-0.003822425,-0.001355381,0.001508821,-0.001787796,0.003430126,-0.003122626,0.00083167,-0.005201711,-0.003192898,-0.003415255,0.000610811,-0.004872727,-0.005905735,-0.003367003,-0.003817296,-0.006139349,-0.000794597,0.001820518,0.001473839
23-Mar-2021,-0.010211449,-0.004055377,-0.017799929,0.007399871,-0.015754132,0.006375475,-0.007135459,-0.013575428,0.009088548,-0.001874163,0.004538441,0.0013947,-0.009317727,0.015128775,-0.006872852,0.007766665,-0.002766571,0.003438306,-0.010273065,0.015192228,-0.008151194,-0.018066243,-0.011946167,-0.025275853,-0.022060877,0.005191693,0.011700975,-0.002480934
22-Mar-2021,0.002377998,-0.004038997,0.00047489,0.000833179,0.000258331,-0.008206646,-0.002067302,0.005888879,0.0021469,0.004302232,-0.003797812,0.002329916,0.002160827,0.002648528,0.002352348,-0.001116258,0.000519001,-0.007830671,-0.000794702,-0.000361589,-0.000360542,0.001675603,-0.006460337,-0.000769231,-0.000139606,0.001840442,-0.006672406,-0.000367411
19-Mar-2021,-0.001651528,-0.001946066,-0.002605092,-0.002124711,-0.001805054,0.000807863,-0.001490826,-0.002044119,0.001172409,6.72269E-05,0.000905059,0.003389831,-0.001387176,-0.000601576,-0.001007134,-0.001671589,-0.002473539,7.75374E-05,-0.004286185,-0.003346376,-0.003735632,0.00078256,0.002258696,-0.000256345,-0.000279135,0.001041333,0.00248139,-9.18442E-05
18-Mar-2021,0.00206868,0.000556328,-0.004127358,0.00585393,-0.004875545,-0.001478892,-0.006381039,-0.005084315,-0.000455729,0.001076788,0,-0.002448694,-0.004602639,0.004896627,-0.005259643,0.002233763,0.003405483,0.001009003,-0.002302632,0.007521137,-0.003079567,-0.003675652,-0.005540581,-0.009647119,-0.010359116,0.006774194,0.004878578,0.000459432
17-Mar-2021,0.00332088,0.004330214,0.004501303,-0.000650014,0.006326662,0.001750842,0.001940861,0.001102816,-0.000390472,0.003037667,0.003815754,0.001050543,0.004701349,-0.001267886,0.006554622,-0.00161686,0.002082249,0.00288005,0.003963012,-0.002793152,0.005472744,0.003352705,0.004814926,0.005359877,0.007094172,-0.003455758,-0.002271498,-0.001376399
16-Mar-2021,-0.003722084,-0.004588432,-0.002363507,0.000557465,-0.001160691,-0.00147929,0.001142988,0.001869794,-0.000975229,-0.004301653,-0.005151844,-0.001747844,-0.003149969,0,-0.002347418,0.001172202,-0.002250693,-0.003954101,-0.001582696,0.001813659,-0.000431872,-0.003230478,-0.004493709,-0.002545825,-0.001527778,-0.002005133,-0.002911993,-0.001282991
15-Mar-2021,-0.001032844,-0.002634863,0.000946298,-0.004255713,-0.001416613,-0.002949853,0.000800732,0.002556237,-0.001363459,-0.002012342,-0.003871432,-0.000465875,-0.000997774,-0.00600132,-0.002008032,-0.00055788,-0.002015781,-0.003476783,-0.000922388,-0.003922783,-0.002083034,0.003353079,0.00089955,0.004346714,0.003624198,-0.000240558,-0.002689039,0.001100917
12-Mar-2021,-0.007991803,0.001388696,0.000473373,0.003341688,-0.002825222,0.011391375,0.009935305,0.000170445,0.001039906,-0.00725844,0.002798844,0.002568893,0.002076604,0.004945419,-0.002670227,-0.002004343,-0.009639516,0.000850603,-0.000197615,0.000878235,-0.004860615,-0.011381215,-0.001048375,-0.00255037,-0.007058824,-0.004390867,0.005951093,0.004700894
11-Mar-2021,0,0.002924791,0.007872137,0.002605863,0.006852858,0.001086071,0.008152807,0.006519128,-0.002075496,-0.002192691,-0.000902039,0.00058418,0.00572401,0.000361991,0.004947589,-0.002665334,-0.002673645,-0.002083494,0.005497417,-0.000309869,0.004307251,-0.002864698,-0.001644737,0.005642472,0.004169562,-0.007212491,-0.00570199,0.001014947
10-Mar-2021,0.000410004,0.004195804,0.001313747,-0.000465116,0.002982752,0.003542234,0.000349528,-0.002822684,0,0.000997672,0.004348614,-0.000700525,0.001394268,-0.000542692,0.002269289,5.55309E-05,0.001709499,0.00613354,0.002190508,0.000309965,0.002663212,0.002319161,0.006168196,0.001927277,0.003906795,-0.001345575,0.002156334,-0.000737599
09-Mar-2021,0.007018993,-0.001954216,0.005282747,0.001490591,0.008105635,-0.007034632,-0.001512331,0.005504429,-0.004262464,0.00240016,-0.004958082,-0.000466799,0.000542509,-0.002886003,0.004644094,-0.003596525,0.00239904,-0.003944011,0.001063194,-0.002473589,0.004991319,0.003435284,-0.004194757,0.003481176,0.00547138,-0.002053712,-0.009610251,-0.003674444
08-Mar-2021,-0.00298446,0.002659202,0.001442828,0.001586265,-0.004813947,0.005577472,0.004675082,-0.001031016,-0.000774393,-0.005437305,0.000450938,-0.004877482,-0.000464792,-0.000240442,-0.006209617,0.004055556,-0.000342603,0.003881686,0.003266667,0.004659591,-0.001228235,-0.00397351,0.00165066,-0.000386648,-0.004330214,0.000395101,0.006015684,0.004799705
05-Mar-2021,-0.006441718,-0.003347747,-0.002398944,-0.002234429,-0.005048544,0.002864939,0.003989674,0.001118183,-0.000451526,-0.005211082,-0.002788021,-0.000116117,-0.001237911,-0.000120207,-0.004094936,0.001335113,-0.004886641,-0.000930738,0,-0.000258799,-0.003814596,-0.004942339,-0.00164794,-0.000386498,-0.004173042,-0.000789578,0.002584814,0.003426878
04-Mar-2021,-0.005491153,0.00251713,0.002043269,0.001398471,-0.006430868,0.008947006,0.007924305,-0.00068764,-0.000644621,-0.006943535,0.00225347,-0.003471419,0.001317013,-0.000480596,-0.007958879,0.001894995,-0.003341262,0.004440636,0.004688547,0.003636364,-0.004228481,-0.006871728,0.00165066,0.001160841,-0.007866409,0.000948392,0.009568338,0.009159735
03-Mar-2021,-0.004857316,0.00013986,-0.002637257,0.000373065,-0.005500128,0.004424167,0.001658571,-0.002572016,0.003363301,-0.000589198,0.0037094,-0.002078522,0.000697729,0.003617509,-0.002233435,0.005604753,0.001701838,0.005404559,0.002821064,0.005589511,0,-0.003803108,-0.000150038,-0.003214194,-0.005489981,0.001741746,0.005576208,0.002999906
02-Mar-2021,0.005596825,0.006333568,0.005423647,0.002993452,0.006307118,0.000138274,0,0.000257268,-0.002516129,0.002625533,0.002721582,0.001040342,0.002954669,0.00030155,0.003486345,-0.003852381,0.001363327,0.002119309,0.001682029,-0.000835117,0.002226692,0.002068815,0.003160747,0.003224558,0.003166736,-0.001107157,-0.000218627,-0.000749415
01-Mar-2021,0.000712831,0.015145021,0.010966248,0.003567405,0.008306295,0.015017544,0.007399451,-0.005373593,-0.010659348,-0.00962101,0.005014588,-0.002191465,7.77605E-05,-0.00605443,-0.00223621,-0.008305188,-0.008001803,0.00767223,0.002630869,-0.004313481,-0.000717772,-0.003255915,0.011417263,0.006621657,0.004147657,-0.007378915,0.007267122,0.001595046
26-Feb-2021,-0.009881024,-0.017132425,-0.018536235,-0.002621723,-0.021214431,-0.006968641,-0.005695977,-0.001192707,0.013323847,0.002737762,-0.004357298,-0.002071823,-0.005798222,0.010785264,-0.008377135,0.014548927,0.004812865,-0.002445952,-0.004164987,0.012363866,-0.005780347,-0.00796727,-0.014551455,-0.016096065,-0.018855128,0.011111993,0.004312728,0.003483664
25-Feb-2021,-0.005115859,-0.013985046,-0.008419305,-0.002335357,-0.011924187,-0.009388375,-0.003547357,0.005482268,0.01283983,0.008016295,-0.001178711,0.009762901,0.004348164,0.008925296,0.000986518,0.003155641,-0.001752204,-0.0110799,-0.005810459,0.000473734,-0.008911521,-0.001182923,-0.010538815,-0.005968254,-0.008206646,0.00703381,-0.002206775,0.003306254
24-Feb-2021,0.001205182,0.008518363,0.012972973,-0.006312076,0.007206068,0.007511476,0.011602871,0.004215054,-0.005926022,-0.004643558,0.003001091,-0.000348554,0.00727358,-0.01142201,0.00123467,-0.005157529,-0.003940998,0.003445036,0.008282828,-0.011910334,0.00205528,0.006494209,0.014150233,0.019153617,0.0126703,-0.006037976,0.001436464,0.005891296
23-Feb-2021,-0.002804206,0.010014104,0.001082251,-0.002592353,-0.000631712,0.01225007,0.003963012,-0.008528785,0,-0.002544197,0.009548292,-0.00416522,0.001096148,-0.002531798,-0.000411387,0.004278797,0.001240135,0.013329102,0.004872107,0.002084745,0.003484816,-0.000324605,0.011881188,0.003506494,0.001637555,-0.001823949,0.010044643,0.001713307
22-Feb-2021,0.00624811,0.005245995,0.002773423,0.001855115,0.005845724,0,-0.003231985,-0.003060964,-0.002727627,0.002878639,0.003038954,-0.000231348,-0.000234834,-0.00018081,0.003053561,-0.002471077,0.003563953,0.003423294,0.000338455,-0.000781169,0.003353789,0.003474484,0.002902536,0.001560874,0.003285871,0,-0.000223164,-0.003509438
19-Feb-2021,0.007513453,0.013362069,0.01035575,0.002324284,0.013132484,0.00509482,0.002520101,-0.002628901,-0.010474905,-0.002610114,0.002677747,-0.000231294,-0.000313014,-0.008722667,0.002399073,-0.010282919,-0.002314031,0.003515219,0.000203114,-0.007648579,0.003077804,0.006227466,0.012215865,0.007601573,0.011634349,-0.005285162,0.000558223,-0.002176793
18-Feb-2021,0.000507924,-0.001004737,0.000365631,-0.002226345,0.00232288,-0.001130902,-0.000239952,0.001273669,0.002254283,0.002289078,0.00101673,-0.004031329,0.002589048,-0.000298632,0.004320372,0.00665846,0.006418631,0.005947119,0.007297279,0.004464286,0.008518011,0.002628985,0.00139362,0.002628121,0.004312144,-0.00173242,-0.003227242,-0.001794993
17-Feb-2021,0.00060988,0.006501011,-0.001946235,0.002417705,-0.000902527,0.005686665,-0.00227436,-0.008503115,-0.00506248,-0.004557292,0.001388375,-0.00275672,-0.006934164,-0.002264466,-0.005617978,-0.002622914,-0.001531307,0.003225026,-0.005156388,-0.00036324,-0.003452989,-0.002404109,0.003574204,-0.004317676,-0.003327326,0.001024752,0.007060406,-0.001791777
16-Feb-2021,0.000610252,0.000578202,0.0029279,-0.000929023,-0.002828491,-0.000852273,0.002399808,0.00448203,0.000897954,0.002087683,0.000833719,-0.002063274,0.004460792,5.95948E-05,-0.001896594,0.002742026,0.003471629,0.002100671,0.005937756,0.001819505,-0.000143854,0.002080596,0.000466418,0.004336399,-0.001799059,0.003798069,0.002471632,0.006454062
15-Feb-2021,-0.001421897,-0.000289017,0.006878762,0.001581837,0.003224558,0.003277754,0.008592521,0.005014448,-0.001856594,-0.003769661,-0.001295217,-0.003199269,0.005033821,0.000536641,0.000742697,0.001793923,-0.000341355,0.002754598,0.008465827,0.002606067,0.004261774,-0.004143948,-0.001087125,0.005416832,0.000276855,-0.004411533,-0.001234291,0.00409797
12-Feb-2021,-0.000304599,0.002898551,0.002462751,0.002331655,0.000258031,0.001570083,0.002426301,-8.49834E-05,-0.00172557,-0.00142783,0.001389661,-0.00296195,0.000708383,-0.000774547,-0.000824538,0.000953931,0.001481397,0.003659132,0.004146797,0.00381939,0.002099168,-0.00087165,0.001555452,0.000264306,-0.000138408,-0.000629822,0.001348315,0.002005348
11-Feb-2021,0.00438507,0.003782368,0.005696594,0.00224341,0.003885507,0,0.001214624,0.001787843,-0.002804155,0.001234648,0.000648929,0.002512563,0.002445952,-0.001249628,0.000990426,-0.004969291,-0.000967668,-0.000974817,0.000207383,-0.002557144,-0.000940121,0.001965066,0.001401869,0.003181758,0.001663663,0.000236239,0,0.001434446
10-Feb-2021,-0.001628996,-0.004056795,-0.001977506,0.0014041,-0.00219695,-0.00284657,-0.000485614,0.002475036,0.002235565,0.000585176,-0.002404513,-0.001482495,0.000315706,0.004302875,-8.25287E-05,0.003361345,0.001824818,-0.001541082,0.001107266,0.004455627,0.001013465,-0.003264418,-0.006038086,-0.002776309,-0.003729282,0.000472701,-0.002353996,0
09-Feb-2021,0.000815162,-0.003465204,-0.001973603,0.002533784,0.004935065,-0.004533862,-0.002663761,0.001110731,0.0007031,0.001954397,-0.001477514,0,-0.000631014,0.003357918,0.005727092,0.000560538,0.001828154,-0.001134246,-0.000345901,0.002101171,0.005532101,-0.000869754,-0.004776579,-0.004212744,0.003047936,-0.003532737,-0.007233474,-0.006177533
08-Feb-2021,0.00286123,0.003768116,0.002845126,-9.3835E-05,0.002995962,0.001134752,0.000363372,-0.001279973,-0.002677376,-0.000325627,9.23532E-05,0.000228128,-0.001181754,-0.00334668,0.000498256,-0.002627607,-0.000570972,-8.1011E-05,-0.000898535,-0.001416282,0.000364087,0.00228833,0.003246251,0.00118624,0.002917882,-0.001019528,-0.000222519,-0.001328778
05-Feb-2021,0.003898236,0.003928416,0.007728746,0.003673008,0.010264508,0,0.003281079,0.004112758,-0.002860412,0.000586472,0.001109467,0.002057378,0.005386139,0.00095711,0.006687845,-0.005504281,-0.001311513,-0.001375293,0.003189571,-0.002041564,0.004608632,0.000327011,0.000154607,0.004501523,0.006151265,-0.005769981,-0.006082052,-0.001705514
04-Feb-2021,0.000513189,0.003650701,0.00300075,0.005206854,-0.002363135,0.002702318,0.000486322,-0.000513831,-0.003862471,-0.002534937,-0.000184877,-0.008049887,-0.001107683,0.00131776,-0.005983048,0.003795066,0.005216095,0.007744986,0.006279654,0.009138933,0.0019056,-0.004016936,-0.001389532,-0.002245707,-0.007354982,0.00344261,0.006007342,0.005047138
03-Feb-2021,0.0018509,0.002929115,0.00200451,-0.001040287,0.001446227,0.001424299,0.003293486,-0.001026606,-0.002148228,-0.000389838,0.001110494,0.001135074,-7.91139E-05,-0.002926421,-0.000664341,-0.002505149,-0.000973487,0.000734274,-0.001045515,-0.003474416,-0.001536773,0.002394167,0.003874768,0.002781825,0.002225313,7.82473E-05,0.002006465,0.000381061
